1
166.6297,63.9367,93.3196,66.3431
135.7927,87.4319,93.7478,67.9689
116.0076,106.3542,95.0019,65.6314
90.4845,113.4380,94.8488,64.6983
66.2020,118.6568,93.0317,64.2483
53.0724,125.4416,89.1507,68.0295
59.6797,132.4952,85.6991,70.8626
74.1878,153.6433,88.5625,67.7223
103.7529,153.0231,90.1067,68.0842
129.2877,143.0708,95.0506,66.3754
162.8095,137.1937,95.3338,66.3230
207.1382,128.7633,91.4761,71.2278
237.5409,128.0058,88.0577,75.4086
258.2925,128.3167,90.3320,77.5399
287.8335,130.3624,95.4835,77.1344
301.8168,129.8445,98.2953,77.6780
299.7988,131.6850,97.8772,78.5426
300.7841,136.4092,94.3832,82.4552
321.7973,135.5657,92.9033,84.8724
350.2504,144.4533,95.3074,84.5374
365.1911,155.6693,94.1939,83.8019
369.0755,170.8213,91.7939,83.0837
369.7803,177.5527,89.2319,82.2920
370.5756,169.9682,87.3535,82.0632
364.6205,148.9946,85.6932,81.5866
347.0056,138.5702,82.8515,82.7673
321.7757,128.5096,81.4365,81.2475
290.2604,119.2434,80.9977,80.2305
277.7846,121.0103,79.9997,80.2810
267.8388,125.4858,79.1502,78.8707
261.1569,141.9616,80.0857,74.0547
240.7220,144.2212,83.0070,69.9939
223.5972,143.6380,83.6036,66.6881
209.4883,142.4453,81.4343,65.6234
196.4599,134.4348,79.5415,65.2042
182.0416,135.2354,77.5619,64.9961
161.8248,135.0925,75.0375,65.4729
160.0464,134.5776,72.1987,65.9064
163.7733,134.5851,70.9052,66.1336
165.9255,130.5517,70.1602,66.5469
185.0490,123.4102,69.6970,64.9899
192.5487,130.4682,69.1867,64.1100
204.0096,129.4723,67.0248,65.0711
220.5943,130.8721,65.9965,65.3933
235.7494,133.2197,64.4025,64.8511
253.9403,137.3564,64.8977,62.2732
270.9095,139.9130,63.3687,61.0396
289.2889,141.4368,62.3787,59.8403
299.7862,144.2016,62.2718,58.9015
306.0445,142.8873,61.8363,57.3711
301.6237,143.5079,62.5489,55.5711
309.1467,138.0621,63.9673,52.4942
309.8162,144.8144,65.6464,50.2130
329.3924,121.6318,65.7923,49.5273
331.5424,126.9568,66.1598,48.9575
341.7933,125.5164,66.3649,48.6918
345.1528,131.0759,66.4814,48.5256
346.0719,129.0078,66.5209,48.2514
344.1330,126.3614,66.6195,47.7305
324.2145,153.4665,64.7731,48.8227
321.9075,154.4040,64.5011,48.9835
319.2744,153.8155,64.4988,48.9566
305.2941,157.1420,64.6305,48.7809
305.7345,156.4462,64.9620,48.7702
304.3271,160.5626,65.2577,48.6585
305.3520,163.0504,65.7774,48.5469
303.8659,162.2264,65.9387,48.4578
306.2903,161.8748,65.9366,48.4447
304.8234,163.7253,65.8795,48.4758
301.8622,164.9800,65.8404,48.5051
304.3069,166.2557,65.7697,48.5425
305.3474,165.1653,65.7477,48.5641
304.7850,161.3312,67.2479,48.3914
297.7088,162.7250,68.3145,48.1387
305.2610,164.5737,67.9604,48.4392
305.1707,163.2595,67.7044,48.6386
304.4686,165.6211,67.6674,48.6619
305.3195,172.4667,66.1443,49.6450
297.9883,173.2769,64.5252,50.9950
283.7670,168.8091,62.9214,51.9788
265.8708,170.3905,60.8520,52.7976
241.0293,172.7574,58.3593,54.6705
229.8573,168.6626,56.5369,55.0693
219.3868,167.4346,55.6588,55.5398
222.4360,165.7839,55.3420,55.9065
237.2794,159.0962,53.7684,55.6474
255.5358,152.6357,53.1462,55.6317
271.0789,150.7668,55.4830,53.3161
287.0558,159.0438,55.2003,54.1852
307.6920,164.7193,55.1788,53.9543
317.6029,163.3267,53.4154,54.4889
330.3002,163.1251,53.3173,54.2777
338.2125,153.2930,54.5827,51.8384
338.6829,152.0715,53.8256,51.1314
341.2922,154.1824,52.9662,52.0681
355.9064,166.8214,52.3370,52.2612
366.7089,173.0421,52.1673,52.4681
371.4728,170.9407,53.1527,51.2990
382.7571,174.5280,53.4224,50.5530
387.1251,182.4126,52.9299,52.5580
371.6306,181.2193,52.2812,54.9490
353.9791,180.7984,52.6463,55.8587
341.9333,181.5357,52.3704,56.0257
2
0
0
0
0
1
168.1756,199.0237,42.3542,62.0902
169.5997,205.0816,44.3325,63.3225
177.2739,207.6047,46.3137,65.4402
194.3012,209.0644,45.4774,69.2950
224.0807,213.0876,45.1094,73.3357
246.1373,219.6981,44.7318,75.6816
270.4129,215.7172,45.6088,75.8411
303.5674,210.8091,47.0145,75.1245
320.2205,205.4433,48.1751,73.9157
319.8718,206.9449,49.0681,73.1457
312.4531,209.1847,49.6189,72.9691
301.8966,214.0230,49.5170,73.1162
306.3993,212.0188,49.5322,73.0993
305.1897,208.4221,49.4857,73.1491
305.1500,190.2225,49.3934,73.2769
315.7110,188.0333,49.5692,73.3610
306.8017,190.2808,49.7460,73.2906
306.6613,197.2487,49.7810,73.2436
309.6599,198.2482,49.7853,73.2354
310.4969,200.1906,49.7890,73.2322
309.7812,202.4481,49.7440,73.3308
309.9215,207.5707,49.5170,73.6738
311.0962,205.4863,48.7156,74.9333
308.9317,203.0666,48.1772,75.9341
307.2493,196.1907,48.0788,76.1562
302.7558,188.4981,48.3758,76.1552
311.2733,190.2616,48.2690,77.7479
306.8873,184.2879,48.4755,79.2793
304.8466,183.2863,48.7062,79.2683
297.6450,182.8602,48.5380,79.7886
298.1748,176.8115,48.5155,79.8592
280.0455,168.1516,48.1272,80.4260
