1
334.5836,168.6878,28.2607,38.3590
333.4297,168.5076,28.3827,39.0432
332.6546,166.8658,29.0276,39.4672
332.1671,167.5959,29.8584,39.8271
331.7684,168.7779,29.9254,40.1517
331.1832,167.0934,29.9310,41.1881
330.4614,167.3927,30.5511,42.0611
328.0508,166.2650,31.8236,41.6188
325.0026,167.3957,33.1201,41.1481
323.4939,169.5972,33.4873,40.9447
324.9650,168.8701,32.7906,41.0452
325.5294,170.7150,32.8798,41.3982
323.6619,169.4061,32.7105,42.3785
323.3167,167.8042,32.7222,43.2462
323.5426,166.9140,32.8573,43.5465
324.7112,165.2537,32.4997,45.2082
322.8463,165.5730,33.2215,45.3806
322.2424,167.5070,33.9532,45.3703
321.3310,168.9960,34.4228,45.7139
322.5751,166.8307,34.4097,47.0958
323.6136,167.1025,34.5907,47.1386
324.0247,166.2693,34.9234,47.6894
324.0118,164.7454,34.9581,48.4537
322.3342,163.7619,35.7077,48.8634
321.4352,162.8560,35.5530,48.9152
320.7932,161.8116,35.4630,49.0997
322.1335,160.4527,34.9989,49.3770
322.9620,159.1933,34.9054,49.3731
322.9796,160.0476,34.3429,49.3283
323.8488,158.8443,33.9142,49.2965
324.2032,158.6814,33.7639,49.6221
322.4753,159.7549,34.8424,49.4527
326.4529,157.9593,35.0173,49.5832
325.3866,157.6778,35.7182,49.7632
325.0305,156.7834,35.8703,49.3391
327.4346,156.0273,35.0683,49.8480
327.4413,156.7731,34.2752,50.3848
327.6656,155.6725,33.5329,50.4650
329.0077,155.3261,33.5540,50.4977
328.5707,155.8390,33.7161,50.8112
328.8958,153.7558,33.7428,51.2751
327.9496,155.0989,33.8532,51.0344
327.5340,155.7719,34.5097,50.5224
327.3414,154.4896,34.8738,50.0491
327.4368,154.2797,34.6810,49.3436
327.5443,153.1323,34.2854,48.2947
327.9777,154.5820,34.0370,48.7191
327.9876,155.5038,33.6283,48.5410
327.9953,156.8151,33.1777,48.1247
327.7668,155.7784,32.6367,48.1807
329.9213,156.0167,32.1020,47.6891
330.4016,155.5895,32.3396,47.1084
330.6416,156.3265,32.5798,46.5338
331.6114,156.8275,32.7282,45.7758
335.5899,155.1703,32.4210,46.3410
333.3919,156.2420,32.4462,46.3842
333.2377,156.1600,32.0646,46.3033
333.2574,155.3805,31.7249,46.9369
334.2106,154.2552,31.3034,47.2671
334.0929,153.2442,31.2298,47.9699
333.8243,152.4688,31.0964,48.5389
332.1799,153.2085,31.2273,48.7550
330.9545,153.4675,31.6026,48.7293
329.7289,154.2995,32.1010,48.3360
328.4288,154.5703,32.5928,47.7434
322.5264,153.9617,32.7803,47.1957
322.2405,152.8517,32.6512,46.3628
321.5611,153.0226,32.9825,46.4952
322.5900,152.9999,32.7171,47.0434
322.3648,150.2105,32.6724,47.3539
322.1383,149.4971,32.6100,47.8189
321.6971,150.9236,32.4905,48.4833
320.9333,153.6046,32.8180,48.4556
322.1225,154.0126,32.8313,47.4411
321.6572,152.2975,33.2829,47.1176
322.5197,150.9680,33.3743,47.0131
322.0367,153.5597,33.6358,47.3320
321.3838,153.8035,34.0610,47.7122
322.4562,152.1535,33.6950,48.4891
323.5858,150.3501,33.6411,49.1742
323.4285,149.2420,34.2459,49.6184
322.7370,150.1052,34.3110,49.9258
322.3028,152.4456,34.5837,50.3625
321.7513,152.4720,34.6380,51.2414
322.1747,153.9775,34.9286,50.5932
323.6389,152.4916,35.1852,49.8717
323.8809,157.3480,35.3887,48.9054
320.0120,156.2242,35.3205,48.7592
322.6930,154.8390,35.1366,48.6859
325.2549,158.2176,34.9447,48.5617
326.7066,155.1507,34.4061,49.1754
328.7414,153.8683,33.9444,49.2364
