1
289.1533,155.1547,89.2346,197.5799
288.9281,154.5343,89.1482,198.1763
288.1722,153.4842,88.8497,198.6053
284.0587,151.8125,87.9381,198.0404
283.5342,155.5553,87.5293,197.7028
282.3179,159.8324,87.6728,193.8194
279.9623,162.8394,87.0735,191.3697
278.7283,158.7210,86.3532,192.6677
278.1920,156.4759,85.5182,193.9534
277.0380,157.2560,88.4800,190.9026
280.1952,160.2270,89.2912,190.5387
278.4577,149.2812,90.3221,193.7908
276.7401,145.9240,91.2750,195.3773
267.2305,152.1605,90.8114,195.8491
270.2686,149.4821,90.0148,195.6713
268.4459,151.2498,89.5282,194.2109
264.5484,150.4842,88.7569,193.2634
260.8920,152.2793,88.0257,192.5535
256.3950,150.0976,87.6234,192.5016
254.8464,151.7449,87.6037,192.0691
252.8891,153.3457,88.6699,190.6083
252.5243,152.6539,89.1483,189.0557
253.0318,139.8828,89.9624,189.9798
250.5767,143.5119,90.9259,189.3577
237.7505,147.4341,90.1554,188.9797
236.5137,143.3097,86.5023,192.5892
233.9529,143.5648,84.0848,192.5702
231.7541,137.6161,84.8944,192.0045
228.2811,140.1083,85.4818,189.0857
227.4025,141.0582,82.4312,188.3754
226.0012,142.0436,80.0925,186.6597
222.4642,140.9206,81.3186,184.3233
2
0
0
0
0
1
313.3284,128.0941,61.8003,133.1626
313.1311,138.0049,61.6407,134.0029
317.6156,130.7504,59.9886,137.6419
322.6442,127.7021,60.6391,140.2121
320.8644,122.7220,60.2940,143.4041
319.9388,121.3119,60.2983,146.4366
322.3152,118.9757,59.4385,147.3396
324.3255,121.4581,58.2595,147.8690
326.5996,125.1396,56.8050,148.3889
328.3269,125.5598,55.6327,151.0277
329.7379,123.2882,54.5936,151.0794
330.2494,123.8663,53.9131,150.6183
329.6379,124.3584,53.7889,149.8256
328.9828,124.1198,53.4842,148.8370
328.3628,123.4459,53.4480,148.8057
328.1054,124.5961,53.7091,147.8361
329.1221,123.9610,53.8232,148.4458
330.5495,128.1585,53.9516,148.0322
332.8917,135.1972,53.4410,148.6795
341.5836,139.5011,56.7504,144.1310
340.6771,136.2672,56.6789,147.2223
341.5307,131.2205,56.3421,150.4186
342.8352,127.5548,55.7693,152.6121
344.3478,127.6188,55.4963,154.6041
345.3856,125.9163,56.1498,156.4344
346.9486,121.5125,57.0483,157.0213
347.3934,119.7263,57.7235,157.9091
348.1496,122.0303,58.1398,158.4131
350.9235,119.3985,57.5718,160.8674
354.9754,123.8460,58.3848,160.9686
357.5493,124.7699,58.7166,160.8960
360.6554,126.0798,58.4649,157.0882
362.3839,121.2698,58.5649,153.3004
363.4974,120.1187,56.6774,150.8383
363.8492,120.5372,56.2451,147.3465
365.3475,120.2626,55.9761,145.2031
366.1523,120.9244,56.5943,144.6889
367.3280,122.5109,56.2230,142.5483
367.7679,125.1435,55.7964,142.9339
369.0480,124.6403,55.6979,144.8023
370.6045,123.7930,55.0722,145.5303
371.5607,127.3516,54.8428,145.4335
372.2319,128.4337,54.5360,143.5766
374.1794,129.4864,54.5132,141.0014
378.2480,132.7961,57.0092,136.3691
377.9214,127.2976,55.5814,132.7882
377.9622,127.4794,54.2870,131.2492
378.1544,129.0409,53.0544,128.5692
379.1201,131.2321,52.5288,126.2138
382.1591,138.4163,53.3987,124.4203
383.4047,132.1707,51.4150,126.5885
384.4767,132.0284,49.8367,128.5207
386.7475,134.5293,48.5800,130.3410
393.2153,133.6101,48.8512,130.3760
392.1192,134.4273,48.2405,132.7018
392.2998,132.6713,48.3867,133.2119
392.4769,131.2845,48.4569,134.6443
392.6164,131.1324,48.3035,136.1192
392.1644,130.1884,48.1227,136.3933
391.6635,128.9969,48.4158,136.1106
391.2560,127.3755,48.8114,135.9603
391.7317,126.8136,48.9043,135.5960
393.2191,125.6139,48.5591,135.7093
395.3284,124.3870,48.7419,136.1770
396.6256,121.5122,48.5442,136.6760
397.5137,120.6170,48.9200,136.9569
397.8414,119.7658,49.5529,136.4910
397.4318,121.3281,49.8078,136.4606
397.4495,119.7391,49.9287,135.9372
397.3409,119.2463,49.6088,135.0292
399.0796,127.3840,49.9700,135.8231
397.2481,121.2607,49.9012,135.1953
395.9058,119.1838,50.0211,135.7597
394.6452,117.4805,49.4236,135.6877
393.5004,116.9189,49.5610,135.8555
392.0496,117.2222,49.6760,135.9591
391.3450,117.7767,49.4563,136.4514
389.9010,116.6296,49.8298,136.9931
389.0418,115.3781,50.1564,136.8787
388.2393,115.9411,49.9647,137.2279
387.8497,116.4355,50.1141,138.4745
387.1489,115.3907,50.4027,139.1833
386.6524,114.6092,50.5127,139.5193
385.4436,112.6292,50.8292,139.6930
383.8331,113.4590,50.9963,140.7848
382.9797,112.9555,51.3626,141.2870
381.5555,110.9387,52.1053,141.1938
380.8786,113.1005,52.5435,142.5253
380.7977,111.2258,52.5438,142.8955
379.3484,111.1819,52.3492,142.9850
378.5485,108.9899,51.8180,143.0011
381.6527,117.4892,53.0787,143.3007
377.8723,111.7302,53.7966,145.0811
378.0766,110.4960,54.0437,147.0179
376.8298,109.5757,54.0764,146.5187
375.8835,112.9902,54.0920,148.0827
374.7977,112.1043,54.3987,148.6699
373.5008,109.3995,54.8114,147.9001
375.4959,113.2150,56.0684,147.8761
373.8775,113.4058,56.0942,149.5967
373.1948,112.0463,56.3437,150.0746
372.5110,112.7164,55.6921,151.0112
372.9082,115.9373,55.6411,153.5618
372.8633,117.5374,55.9000,155.3300
373.2333,118.9296,56.5755,156.5446
373.4825,120.0902,57.1011,158.0708
373.3424,118.1148,57.5944,158.0805
372.8786,117.6568,58.5995,158.0558
373.0714,117.3796,59.1838,158.6334
372.9525,119.5524,59.6664,160.0865
373.9084,118.7901,60.3889,159.4023
373.7717,120.7228,60.8418,159.0331
374.3161,122.0190,62.2822,159.2159
376.0024,123.4144,62.1463,160.6366
377.2136,121.8983,62.4304,161.7154
375.9716,123.0829,62.1409,162.2675
367.7653,121.8177,61.7577,162.6671
